0,10,1,0.018750824049372696,79.0,2,0,0,0.03503088162032384,77,2,0,0
0,10,2,0.014973421200352749,86.0,2,0,0,0.02961524888067449,90,1,0,0
0,10,3,0.017826704489381506,116.0,3,2,0,0.03142677586093914,72,1,0,0
0,10,4,0.01537251768696149,78.0,2,0,0,0.025728893875072933,71,0,0,0
0,10,5,0.013415721164588001,117.0,5,2,0,0.025827187668510693,85,2,0,0
1,10,1,0.01827948754590003,51.0,4,0,0,0.03904790026298524,55,4,0,0
1,10,2,0.02320878312283725,95.0,10,2,0,0.03690556927107058,81,6,2,0
1,10,3,0.02130962071227871,45.0,4,0,1,0.038219311217098206,41,1,0,0
1,10,4,0.01904688969225754,67.0,5,2,1,0.03803930330622424,56,3,1,0
1,10,5,0.022310322585229414,84.0,7,1,0,0.04603149664735268,68,3,2,0
2,10,1,0.022797054502132097,89.0,4,0,0,0.04182223271391139,77,2,0,0
2,10,2,0.02040089656571753,59.0,2,0,0,0.03915487864861433,54,2,0,0
2,10,3,0.020638538588406363,67.0,3,1,0,0.03757625664075237,66,2,0,0
2,10,4,0.019900348252146816,121.0,7,1,0,0.037657576003998106,117,7,2,0
2,10,5,0.022028073339012466,56.0,3,1,0,0.03801680231736504,53,2,1,0
3,10,1,0.01516606124532316,83.0,3,0,0,0.029166018611870625,70,0,0,0
3,10,2,0.01325979325933535,46.0,3,0,0,0.026333262540748414,40,3,0,0
3,10,3,0.014288917434002957,95.0,3,1,0,0.0282253193758778,86,2,1,0
3,10,4,0.012771482325670602,60.0,2,1,1,0.043671261342274836,51,1,1,0
3,10,5,0.01610873425226833,71.0,3,1,0,0.02828611152121674,68,5,0,0
4,10,1,0.013057284359601962,74.0,4,0,0,0.027459891000472858,73,3,0,0
4,10,2,0.013686127785089486,59.0,2,0,0,0.028680865711729897,62,1,0,0
4,10,3,0.014828151658244026,51.0,2,0,0,0.029752623338973105,46,2,0,0
4,10,4,0.016000176849877423,69.0,7,1,0,0.041703016948376526,63,6,0,0
4,10,5,0.023735385212981797,83.0,6,0,2,0.043477831788923504,65,3,0,0
